date,stock_id,VALUE_CON_PB,VALUE_CON_PB_ORDER,VALUE_CON_PB_ROLLING,VALUE_CON_PB_ROLLING_ORDER,VALUE_CON_PE,VALUE_CON_PE_ORDER,VALUE_CON_PE_ROLLING,VALUE_CON_PE_ROLLING_ORDER,VALUE_CON_PEG,VALUE_CON_PEG_ORDER,VALUE_CON_PEG_ROLLING,VALUE_CON_PEG_ROLLING_ORDER,VALUE_CON_PS,VALUE_CON_PS_ORDER,VALUE_CON_PS_ROLLING,VALUE_CON_PS_ROLLING_ORDER,PROFIT_CON_EPS,PROFIT_CON_EPS_ROLLING,PROFIT_CON_NP,PROFIT_CON_NP_ROLLING,PROFIT_CON_OR,PROFIT_CON_OR_ROLLING,PROFIT_CON_ROE,PROFIT_CON_TYPE,GROWTH_CON_NA_YOY,GROWTH_CON_NP_YOY,GROWTH_CON_NPCGRATE_13W,GROWTH_CON_NPCGRATE_1W,GROWTH_CON_NPCGRATE_26W,GROWTH_CON_NPCGRATE_2Y,GROWTH_CON_NPCGRATE_4W,GROWTH_CON_NPCGRATE_52W,GROWTH_CON_OR_YOY,GROWTH_CON_ROE_YOY1,GROWTH_CON_ROE_YOY2,GROWTH_CON_ROE_YOY3,SCALE_CON_NA,SCALE_CON_NA_ROLLING,SCALE_MCAP,SCALE_NA,SCALE_TA,SCALE_TCAP,EMOTION_CON_TARGET_PRICE,EMOTION_MARKET_CONFIDENCE_10D,EMOTION_MARKET_CONFIDENCE_15D,EMOTION_MARKET_CONFIDENCE_25D,EMOTION_MARKET_CONFIDENCE_5D,EMOTION_MARKET_CONFIDENCE_75D,EMOTION_OPTIMISM_CONFIDENCE_10D,EMOTION_OPTIMISM_CONFIDENCE_15D,EMOTION_OPTIMISM_CONFIDENCE_25D,EMOTION_OPTIMISM_CONFIDENCE_5D,EMOTION_OPTIMISM_CONFIDENCE_75D,EMOTION_PESSIMISM_CONFIDENCE_10D,EMOTION_PESSIMISM_CONFIDENCE_15D,EMOTION_PESSIMISM_CONFIDENCE_25D,EMOTION_PESSIMISM_CONFIDENCE_5D,EMOTION_PESSIMISM_CONFIDENCE_75D,EMOTION_TARGET_PRICE_TYPE,SCORE_SCORE,SCORE_SCORE_ROC_13WEEK,SCORE_SCORE_ROC_1WEEK,SCORE_SCORE_ROC_26WEEK,SCORE_SCORE_ROC_4WEEK,SCORE_SCORE_ROC_52WEEK,SCORE_SUMVALUE_GZ,SCORE_SUMVALUE_SC,SCORE_SUMVALUE_YJ
2017-03-14,SH600000,0.9824,0.4583,0.8515,0.4583,6.6675,0.3333,6.0853,0.2083,1.0735,0.4583,0.9231,0.4583,2.1858,0.2917,1.9313,0.2917,2.4387,2.672,5271217.2539,5797503.9,16079360.0,18268504.0,0.147339,1.0,-0.152407,0.0417,-3.9186,0.512,-1.4291,6.2111,-2.2106,-0.9827,9.72,-0.013222,-0.006145,-0.005782,35776088.6939,41432653.6,33363598.974,372934000000.0,5857263000000.0,35151323.153,18.0,0.0449,-0.3333,-0.3383,0.0769,-0.3665,0.0,0.0,0.0,0.0,0.0166,0.0,-0.0615,-0.369,0.0,0.0615,2.0,50.05,-0.107,-0.0908,-0.1212,-0.1934,0.0822,5.4,15.0,29.65
2017-03-14,SH600004,1.745,0.3333,1.6194,0.3333,13.2026,0.0,14.5981,0.0,1.9691,0.6667,27.5601,1.0,2.9819,0.0,2.7703,0.0,1.2187,1.1022,140163.4831,129642.5344,620585.7143,683408.5714,0.132167,1.0,-0.128235,0.1185,-1.0225,1.9063,0.3357,6.705,-1.9184,1.863,10.43,0.001247,-0.009384,-0.058066,1060500.3545,1169135.8,1850453.727,10874475844.16,17743462708.66,1850453.727,16.6133,-0.1529,-0.1324,-0.1112,0.1411,0.1809,0.0,0.0,0.0,0.0,0.0037,-0.2484,-0.2484,-0.2484,0.0,0.9944,2.0,52.25,0.1371,0.2981,0.0377,0.0897,0.165,5.4,17.0,29.85
2017-03-14,SH600006,2.1208,0.3636,1.9414,0.4091,35.45,0.65,21.7485,0.6364,1.0373,0.5789,0.6139,0.55,0.8603,0.2727,0.9542,0.6364,0.2,0.326,40000.0,65200.0,1648325.5,1486105.0,0.059825,2.0,-0.044349,0.1615,1.1102,0.0,-16.2304,34.1767,0.1112,-28.1867,-2.32,0.005933,0.026461,0.013995,668620.5196,730396.1125,1418000.0,7409566182.45,21504534963.15,1418000.0,7.75,0.0,0.0028,0.0028,0.0,-0.0042,0.0,0.0,0.0,0.0,-0.011,0.0,0.0071,0.0071,0.0,0.6206,2.0,37.75,-0.2412,-0.117,-0.3682,-0.117,-0.1411,8.1,3.0,26.65
2017-03-14,SH600007,3.3161,0.629,2.9954,0.6371,30.3625,0.4956,26.9156,0.6167,3.9765,0.9263,3.0848,0.8901,7.7178,0.776,6.755,0.808,0.662,0.7468,66802.5099,75145.1891,262807.6,299429.12,0.109215,2.0,-0.076279,0.0644,0.2296,-0.8918,-6.3578,7.6355,-1.4913,5.0354,15.71,-0.001864,0.000465,0.00749,611659.0437,675234.9625,2024637.893,6136754819.0,11208470938.0,2024637.893,28.9,-0.0189,0.0,-0.0896,-0.0274,-0.0234,0.0,0.0,0.0,0.0,-0.002,0.0,0.0,0.0,0.0,-0.1095,2.0,45.05,-0.0088,0.1717,-0.1508,0.1717,0.1277,5.4,3.0,36.65
2017-03-14,SH600008,2.3772,0.2667,2.2951,0.3333,33.3846,0.5333,30.185,0.6,2.7401,0.7143,2.5541,0.75,2.6516,0.0667,2.3462,0.0667,0.13,0.1438,62667.9836,69310.8812,789000.8,891725.44,0.071206,2.0,-0.098041,0.1686,3.5834,0.0,3.1757,12.1838,3.5834,-31.5789,11.73,0.008382,0.00334,0.007254,880098.0427,911555.1625,2092146.53,13614748236.79,39635113975.14,2092146.53,5.286,0.1037,0.1037,0.1037,0.0,0.1037,0.0,0.0,0.0,0.0,0.0046,0.0,0.0,0.0,0.0,0.0001,4.0,63.35,-0.0343,0.1394,0.0419,0.3035,0.2594,8.1,15.0,40.25
2017-03-14,SH600009,2.2249,1.0,2.178,1.0,17.2366,0.6667,16.8153,0.6667,1.3093,0.0,1.3656,0.3333,7.1531,1.0,7.0116,1.0,1.6494,1.6907,317981.3967,325889.8687,766225.6,781569.78,0.129082,1.0,-0.124882,0.139,-1.5296,-0.0523,-1.9399,13.1648,0.241,-5.5418,10.22,0.003793,0.002045,,2463401.9194,2516031.55,3108753.397,22624152028.32,26943645294.32,5478342.868,33.0143,-0.0162,-0.0225,-0.0834,-0.0039,-0.0517,0.0025,0.0025,0.0025,0.0,0.0,0.0,0.0,0.0,0.0,0.1055,1.0,75.75,0.3527,0.1477,0.2583,0.1477,0.4567,8.1,20.0,47.65
2017-03-14,SH600010,2.1285,0.5294,2.0827,0.5588,310.0,0.9677,110.7143,0.9118,,,,,3.5564,0.9118,3.0958,0.9118,0.01,0.028,32560.7376,91170.0656,2838240.0,3260448.0,0.006866,2.0,-0.007213,1.0985,-40.0,0.0,-68.4571,,0.0,84.1632,26.14,0.077068,0.00668,0.025505,4742289.06,4846483.4,4880027.489,47441201119.68,141439723387.25,10093828.658,3.15,0.0,0.0,0.0,0.0,-0.7161,-0.0025,-0.0089,-0.0089,-0.0025,-0.0215,,,,,-0.119,4.0,38.55,-0.0551,-0.0551,-0.1357,-0.0551,-0.1433,2.7,3.0,32.85
2017-03-14,SH600011,1.4333,0.1613,1.3734,0.1935,12.5839,0.129,15.3187,0.3548,-0.4995,1.0,,,0.957,0.0323,0.9505,0.0161,0.6111,0.502,928882.0043,763107.025,12214300.0,12298640.0,0.113898,2.0,-0.039522,-0.3262,6.6237,-3.5028,-6.514,-25.193,-3.5028,-45.0181,-5.25,-0.05971,-0.02255,-0.008204,8155361.0118,8511441.8,8074500.0,107190724200.0,379759396092.0,11689094.865,6.0,-0.2887,-0.2887,0.0143,-0.2887,0.4915,0.0139,0.0139,0.0143,0.0,-0.0052,0.0,0.0,0.0,0.0,-0.13,4.0,45.35,0.0011,-0.0473,-0.0473,0.0646,0.0055,2.7,13.0,29.65
2017-03-14,SH600012,2.77,0.9444,2.5311,0.8889,24.196,0.7222,23.189,0.7778,3.927,0.6667,5.2798,0.8,7.321,0.6667,7.3474,0.6667,0.6001,0.6262,100000.0,103560.0,330500.0,326900.0,0.114481,4.0,-0.071485,0.0662,0.0,0.0,0.4419,6.1615,0.0,5.042,36.18,-0.001069,-0.001858,-0.016715,873509.363,948935.3,1692451.2,9420141677.19,13120801927.91,2408301.72,6.3,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,,,0.0,,4.0,43.05,-0.2215,-0.1441,0.2812,-0.1441,0.124,5.4,15.0,22.65
2017-03-14,SH600015,0.9156,0.2917,0.7857,0.2917,6.0474,0.0833,5.3893,0.0833,0.691,0.1667,0.5973,0.1667,1.9414,0.0833,1.7367,0.0417,1.9,2.132,2030258.7201,2278163.9,6324100.0,7069460.0,0.151397,2.0,-0.235796,0.0752,1.8694,0.782,3.1285,8.7518,0.908,6.1904,7.47,-0.009066,-0.004725,-0.003994,13410172.4488,15626196.0,12277722.47,152973000000.0,2356235000000.0,12277722.47,12.74,0.1158,0.1897,0.1514,0.1158,0.2924,0.0,0.0,-0.0009,0.0,-0.0009,0.0,0.0,0.0,0.0,0.0,4.0,56.75,-0.1236,0.0,-0.1864,-0.0956,0.2191,8.1,15.0,33.65
