date,stock_id,VALUE_CON_PB,VALUE_CON_PB_ORDER,VALUE_CON_PB_ROLLING,VALUE_CON_PB_ROLLING_ORDER,VALUE_CON_PE,VALUE_CON_PE_ORDER,VALUE_CON_PE_ROLLING,VALUE_CON_PE_ROLLING_ORDER,VALUE_CON_PEG,VALUE_CON_PEG_ORDER,VALUE_CON_PEG_ROLLING,VALUE_CON_PEG_ROLLING_ORDER,VALUE_CON_PS,VALUE_CON_PS_ORDER,VALUE_CON_PS_ROLLING,VALUE_CON_PS_ROLLING_ORDER,PROFIT_CON_EPS,PROFIT_CON_EPS_ROLLING,PROFIT_CON_NP,PROFIT_CON_NP_ROLLING,PROFIT_CON_OR,PROFIT_CON_OR_ROLLING,PROFIT_CON_ROE,PROFIT_CON_TYPE,GROWTH_CON_NA_YOY,GROWTH_CON_NP_YOY,GROWTH_CON_NPCGRATE_13W,GROWTH_CON_NPCGRATE_1W,GROWTH_CON_NPCGRATE_26W,GROWTH_CON_NPCGRATE_2Y,GROWTH_CON_NPCGRATE_4W,GROWTH_CON_NPCGRATE_52W,GROWTH_CON_OR_YOY,GROWTH_CON_ROE_YOY1,GROWTH_CON_ROE_YOY2,GROWTH_CON_ROE_YOY3,SCALE_CON_NA,SCALE_CON_NA_ROLLING,SCALE_MCAP,SCALE_NA,SCALE_TA,SCALE_TCAP,EMOTION_CON_TARGET_PRICE,EMOTION_MARKET_CONFIDENCE_10D,EMOTION_MARKET_CONFIDENCE_15D,EMOTION_MARKET_CONFIDENCE_25D,EMOTION_MARKET_CONFIDENCE_5D,EMOTION_MARKET_CONFIDENCE_75D,EMOTION_OPTIMISM_CONFIDENCE_10D,EMOTION_OPTIMISM_CONFIDENCE_15D,EMOTION_OPTIMISM_CONFIDENCE_25D,EMOTION_OPTIMISM_CONFIDENCE_5D,EMOTION_OPTIMISM_CONFIDENCE_75D,EMOTION_PESSIMISM_CONFIDENCE_10D,EMOTION_PESSIMISM_CONFIDENCE_15D,EMOTION_PESSIMISM_CONFIDENCE_25D,EMOTION_PESSIMISM_CONFIDENCE_5D,EMOTION_PESSIMISM_CONFIDENCE_75D,EMOTION_TARGET_PRICE_TYPE,SCORE_SCORE,SCORE_SCORE_ROC_13WEEK,SCORE_SCORE_ROC_1WEEK,SCORE_SCORE_ROC_26WEEK,SCORE_SCORE_ROC_4WEEK,SCORE_SCORE_ROC_52WEEK,SCORE_SUMVALUE_GZ,SCORE_SUMVALUE_SC,SCORE_SUMVALUE_YJ
2018-11-15,SH600000,0.6757,0.32,0.6094,0.32,5.6714,0.2,5.4665,0.24,1.6176,0.96,1.6182,0.92,1.7914,0.16,1.6673,0.16,1.899,1.9702,5575141.8025,5782954.3968,17649933.3333,18960351.2068,0.1191,1.0,-0.090847,0.0275,-2.5947,0.1167,-0.6104,3.506,0.0571,-8.2005,4.67,-0.0084,-0.0086,-0.0011,46791241.8025,51871575.5886,30267753.719,462034000000.0,6089189000000.0,31612190.588,14.318,-0.1012,0.0102,0.0102,0.0251,-0.169,0.0,0.0,0.0,0.0,-0.1857,0.0,0.0,0.0,0.0,-0.0557,2.0,45.45,0.2104,-0.0991,0.5226,0.0066,-0.2555,5.4,5.0,34.05
2018-11-15,SH600004,1.3287,0.0,1.2498,0.0,16.8412,0.3333,19.1799,1.0,,,,,2.6187,0.0,2.5363,0.0,0.611,0.5365,126688.3692,110807.4802,814763.7692,837956.481,0.0789,1.0,-0.065461,-0.2061,-20.8801,0.1398,-25.458,-17.5363,-13.0149,-22.8371,20.5,-0.0274,-0.0156,0.0082,1605733.2439,1700574.5187,2129330.809,15823669691.74,27931014166.18,2129330.809,11.7857,-0.0904,-0.8251,-0.8912,0.0029,-1.8678,0.0,-0.8746,-0.8746,0.0,-1.4577,-0.2915,-0.311,-0.311,-0.2915,-1.4577,1.0,32.55,-0.3126,0.0,-0.4478,-0.2147,-0.5929,2.7,3.0,26.85
2018-11-15,SH600006,1.0985,0.3636,1.0183,0.4091,15.5159,0.4762,12.732,0.4762,0.2014,0.2143,0.1725,0.3333,0.5697,0.5,0.5451,0.5455,0.252,0.3071,50400.0,61324.6575,1372600.0,1432554.5205,0.0708,2.0,-0.058879,1.5111,0.0,0.0,0.0,77.0298,0.0,-35.7962,-25.0,0.0408,0.0104,0.0075,711875.1036,766847.9803,782000.0,7342219458.99,17201498056.23,782000.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7391,0.0,0.0,0.0,0.0,0.0512,4.0,55.65,0.2244,0.0,-0.0794,0.0733,-0.1229,10.8,7.0,38.85
2018-11-15,SH600007,2.1505,0.822,1.9475,0.8305,20.5524,0.7719,18.309,0.7544,1.5139,0.913,1.5107,0.9444,4.6737,0.8559,4.2509,0.8729,0.7133,0.8007,71813.3333,80616.8593,315795.6667,347222.8475,0.1046,2.0,-0.057669,0.1313,-6.4504,-0.1816,-5.6478,13.5756,0.228,-13.5958,14.15,0.0064,0.002,-0.0018,686333.0605,757899.4723,1476676.195,6737734749.0,11388887988.0,1476676.195,21.38,-0.0048,0.0055,0.0055,-0.0048,-0.3329,0.0,0.0,0.0,0.0,-0.2183,0.0,0.0,0.0,0.0,0.0,2.0,47.45,-0.1349,0.1178,0.0821,-0.0919,-0.0125,10.8,3.0,33.65
2018-11-15,SH600008,1.2931,0.2941,1.3902,0.4706,22.0625,0.5882,19.8873,0.6471,0.7679,0.2308,0.7424,0.3077,1.4202,0.1765,1.4476,0.1765,0.16,0.1775,77129.826,98358.7726,1198230.0,1348937.8356,0.0586,4.0,-0.051737,0.2603,0.0,0.0,0.0,28.7309,0.0,-5.8824,29.04,0.0096,0.013,-0.0048,1315998.818,1404637.1194,1701676.786,18963806793.2,63567146092.25,1701676.786,6.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8499,0.0,0.0,0.0,0.0,-0.8499,4.0,48.5,0.0802,0.0,0.073,0.1098,0.2404,10.8,3.0,34.7
2018-11-15,SH600009,3.4359,1.0,2.9595,1.0,22.8251,1.0,19.1177,0.6667,1.214,0.0,0.9937,0.0,10.6235,1.0,8.7601,1.0,2.2081,2.6363,425556.772,507980.1159,914330.6885,1108587.3325,0.1505,1.0,-0.110998,0.1553,-2.9149,-0.1744,-4.7808,18.8011,-0.6098,3.0738,13.41,0.0039,0.0048,-0.0096,2827014.201,3281362.5046,5511121.041,27636637405.09,29871081136.16,9711870.578,60.3,0.0075,-0.0258,-0.0304,-0.0071,-0.1292,0.0,0.0,-0.0595,0.0,-0.0595,0.0,-0.0675,-0.0675,0.0,0.3294,1.0,59.0,-0.2446,0.0,-0.2503,0.1217,-0.3318,8.1,9.0,40.9
2018-11-15,SH600010,1.4521,0.7742,1.3597,0.8065,24.0,0.9032,19.2,0.9032,0.5842,0.8519,0.3972,0.8462,0.3428,0.3226,0.3152,0.2581,0.07,0.0875,319095.21,398775.3446,22340300.0,24292754.7945,0.0605,2.0,-0.064525,0.5481,0.0,0.0,-19.2368,41.0803,0.0,-19.2368,316.15,0.0187,0.0117,-0.0049,5273898.8586,5632459.4644,5321771.547,52053434424.4,147942876575.75,7658285.485,2.94,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,,,,0.0,4.0,43.7,0.0633,0.0,-0.0091,-0.099,-0.2631,10.8,3.0,29.9
2018-11-15,SH600011,1.2769,0.4545,1.2104,0.4545,40.6509,0.9123,22.4144,0.807,0.5892,0.52,0.6587,0.5745,0.6459,0.1212,0.625,0.1061,0.169,0.3065,265820.1891,481077.8096,16729115.0,17255356.93,0.0314,1.0,-0.107472,0.4824,-43.8463,-4.802,-40.434,68.9961,-44.1298,-63.3784,9.73,0.0077,0.0257,0.0187,8462858.4216,8910435.6046,7213500.0,98339125064.0,381909425470.0,10784590.138,7.4318,-0.1077,-0.2067,-2.1033,-0.1237,-2.3654,0.0,-1.0713,-1.2649,0.0,-1.2649,0.0,0.0,-1.4556,0.0,-0.7132,1.0,44.2,-0.2718,0.0,-0.2353,-0.2596,-0.2286,2.7,8.0,34.5
2018-11-15,SH600012,0.9692,0.3333,0.8752,0.3333,8.5652,0.2778,7.9607,0.1667,1.2348,0.5714,1.0787,0.5714,2.1578,0.2222,2.0462,0.2778,0.69,0.7424,114800.0,123539.726,455700.0,480608.2192,0.1132,2.0,-0.075552,0.0519,-0.3991,0.0,-0.3991,6.9367,0.0,-0.3991,59.26,-0.0032,-0.0037,-0.0108,1014561.7586,1123633.5394,688869.6,10381095030.6,14541559880.69,980238.51,14.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,4.0,44.05,0.128,0.128,0.128,0.0046,-0.1119,10.8,9.0,25.25
2018-11-15,SH600015,0.5438,0.0,0.506,0.0,5.0174,0.0,4.9382,0.12,1.5462,0.92,1.6385,0.96,1.4372,0.0,1.3685,0.0,1.5765,1.6018,2022581.11,2101266.97,7061135.2941,7582164.3432,0.1084,1.0,-0.099465,0.0205,-1.2219,0.1299,-2.0627,3.245,-1.3995,-7.6438,6.37,-0.0095,-0.0067,-0.0027,18661681.11,20508047.447,10142745.143,182454000000.0,2612991000000.0,10142745.143,8.9661,0.0493,0.0518,0.0986,0.0291,-0.2971,0.0,0.0,0.0,0.0,0.3413,0.0,0.0,0.0,0.0,-1.9975,1.0,50.95,0.2352,-0.0378,0.1974,-0.0591,0.1753,8.1,7.0,34.85
2018-11-15,SH600016,0.6408,0.16,0.5733,0.16,5.1131,0.04,4.8233,0.08,0.7971,0.56,0.7715,0.56,1.7574,0.12,1.6363,0.12,1.2067,1.2792,5281678.3769,5595578.9791,15366933.3333,16493593.2648,0.1253,1.0,-0.100777,0.0603,2.2909,0.5085,0.707,6.4145,0.021,-0.7897,6.51,-0.0061,-0.0073,-0.0055,42144178.3769,47074121.177,21880130.022,422444000000.0,5965827000000.0,27013752.216,7.63,0.0632,0.0843,0.0194,0.094,0.2917,0.0,0.0,0.0,0.0,-0.0276,0.0,0.0,0.1621,0.0,0.8914,1.0,52.85,-0.0537,-0.0864,-0.0588,-0.0537,0.0019,10.8,5.0,36.05
2018-11-15,SH600017,0.8249,0.1176,0.7737,0.1176,15.0483,0.1765,12.9427,0.1765,0.3772,0.0667,0.2983,0.0714,1.7906,0.3529,1.6616,0.3529,0.1967,0.2287,61524.3333,70849.621,517049.0,552006.1562,0.0548,2.0,-0.052496,0.6679,-0.9796,-0.6303,-0.1228,39.898,0.7992,63.5811,7.62,0.0201,0.0056,0.0213,1122354.1557,1185450.0251,910393.551,12394712861.56,21176098288.98,910393.551,4.8,-0.0439,0.0574,0.0574,-0.0439,-0.1115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3378,4.0,46.65,0.0,0.0,-0.1908,-0.0251,-0.2636,10.8,3.0,32.85
2018-11-15,SH600018,1.7246,0.8235,1.519,0.8235,12.6643,0.1176,11.3572,0.0588,94.0186,1.0,5.6877,0.9286,3.0239,0.7059,2.6569,0.6471,0.4414,0.4922,1023012.6087,1139877.7172,4284420.1818,4872760.6613,0.1362,1.0,-0.075057,-0.1132,-10.3957,0.2548,-7.2171,0.1347,-1.2254,3.7764,14.48,-0.0298,-0.0028,-0.0009,7512284.9402,8523235.0409,12954084.129,77279765570.97,152111737724.45,12954084.129,7.07,-0.0322,-0.0859,-0.0859,0.0197,-0.7263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6798,2.0,45.7,-0.0805,0.0,-0.208,0.2252,-0.2814,10.8,3.0,30.9
2018-11-15,SH600019,0.9426,0.2581,0.8446,0.2903,7.6805,0.4839,7.2103,0.5806,0.7477,0.8889,0.5273,0.9231,0.552,0.6774,0.5464,0.6774,0.9739,1.0374,2171094.7692,2310914.6318,30208392.9057,30492500.4235,0.1227,1.0,-0.070469,0.1325,-3.9523,-1.3222,-5.7578,10.2715,-1.4251,11.4921,4.49,0.0061,-0.0063,-0.0077,17689826.574,19727123.7828,16531613.02,183339293530.95,349868236778.88,16656400.514,11.0364,-0.1591,-0.1364,-0.1364,-0.1671,-0.9318,0.0,-1.0294,-1.0294,0.0,-1.1364,0.0,0.0,0.0,0.0,-0.8021,1.0,46.5,-0.3231,-0.0971,-0.3028,0.1314,-0.4106,10.8,10.0,24.7
2018-11-15,SH600020,0.7683,0.2222,0.7119,0.2222,8.4828,0.2222,8.4828,0.2778,,,,,1.6418,0.1111,1.6418,0.1111,0.4739,0.4739,106498.4548,106498.4548,550254.7261,550254.7261,0.0906,3.0,0.128065,-0.092,4.1007,0.0,6.6413,-4.7117,4.1007,-35.0223,-5.88,0.0022,-0.0076,-0.0063,1175901.0341,1268977.7658,903443.476,11719566345.8,48893240316.47,903443.476,11.844,0.0,0.4652,0.4652,0.0,0.7338,,,,,,,,,,,4.0,52.65,0.4444,0.1049,0.6175,0.4444,0.3984,10.8,14.0,28.85
2018-11-15,SH600021,1.4212,0.5455,1.3054,0.5303,17.6699,0.5439,15.3449,0.5789,0.8855,0.68,0.8088,0.7021,0.894,0.303,0.8454,0.2879,0.4369,0.5031,114608.8571,131150.9111,2265216.2857,2380511.2508,0.0804,2.0,-0.105333,0.235,2.4398,0.2821,6.9425,19.9555,3.1516,-25.9532,20.21,0.0076,0.0053,0.0007,1424962.0268,1541669.082,1651878.706,20640522030.1,88341882099.63,2020450.76,8.6433,-0.044,0.171,0.171,0.0181,-0.9041,0.0,0.0,0.0,0.0,-0.8549,0.0,0.0,0.0,0.0,-0.9067,2.0,50.45,-0.0232,0.0,-0.1203,0.0543,0.0565,10.8,9.0,31.65
2018-11-15,SH600022,0.9279,0.2258,0.8338,0.2581,7.12,0.4194,6.4446,0.3871,0.267,0.5185,0.1715,0.5,0.3367,0.2258,0.2949,0.129,0.25,0.2762,270933.0,303994.5096,5729200.0,6642413.9726,0.1303,4.0,-0.13019,0.4078,0.0,0.0,0.0,26.6655,0.0,155.8264,19.61,0.0239,-0.001,-0.0069,2079027.1934,2348876.7222,1948485.832,29410899545.82,67717193066.77,1948485.832,2.25,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,,,0.0,,0.0,4.0,42.65,-0.0818,0.0,-0.171,-0.1269,-0.1742,10.8,3.0,28.85
