date,stock_id,VALUE_CON_PB,VALUE_CON_PB_ORDER,VALUE_CON_PB_ROLLING,VALUE_CON_PB_ROLLING_ORDER,VALUE_CON_PE,VALUE_CON_PE_ORDER,VALUE_CON_PE_ROLLING,VALUE_CON_PE_ROLLING_ORDER,VALUE_CON_PEG,VALUE_CON_PEG_ORDER,VALUE_CON_PEG_ROLLING,VALUE_CON_PEG_ROLLING_ORDER,VALUE_CON_PS,VALUE_CON_PS_ORDER,VALUE_CON_PS_ROLLING,VALUE_CON_PS_ROLLING_ORDER,PROFIT_CON_EPS,PROFIT_CON_EPS_ROLLING,PROFIT_CON_NP,PROFIT_CON_NP_ROLLING,PROFIT_CON_OR,PROFIT_CON_OR_ROLLING,PROFIT_CON_ROE,PROFIT_CON_TYPE,GROWTH_CON_NA_YOY,GROWTH_CON_NP_YOY,GROWTH_CON_NPCGRATE_13W,GROWTH_CON_NPCGRATE_1W,GROWTH_CON_NPCGRATE_26W,GROWTH_CON_NPCGRATE_2Y,GROWTH_CON_NPCGRATE_4W,GROWTH_CON_NPCGRATE_52W,GROWTH_CON_OR_YOY,GROWTH_CON_ROE_YOY1,GROWTH_CON_ROE_YOY2,GROWTH_CON_ROE_YOY3,SCALE_CON_NA,SCALE_CON_NA_ROLLING,SCALE_MCAP,SCALE_NA,SCALE_TA,SCALE_TCAP,EMOTION_CON_TARGET_PRICE,EMOTION_MARKET_CONFIDENCE_10D,EMOTION_MARKET_CONFIDENCE_15D,EMOTION_MARKET_CONFIDENCE_25D,EMOTION_MARKET_CONFIDENCE_5D,EMOTION_MARKET_CONFIDENCE_75D,EMOTION_OPTIMISM_CONFIDENCE_10D,EMOTION_OPTIMISM_CONFIDENCE_15D,EMOTION_OPTIMISM_CONFIDENCE_25D,EMOTION_OPTIMISM_CONFIDENCE_5D,EMOTION_OPTIMISM_CONFIDENCE_75D,EMOTION_PESSIMISM_CONFIDENCE_10D,EMOTION_PESSIMISM_CONFIDENCE_15D,EMOTION_PESSIMISM_CONFIDENCE_25D,EMOTION_PESSIMISM_CONFIDENCE_5D,EMOTION_PESSIMISM_CONFIDENCE_75D,EMOTION_TARGET_PRICE_TYPE,SCORE_SCORE,SCORE_SCORE_ROC_13WEEK,SCORE_SCORE_ROC_1WEEK,SCORE_SCORE_ROC_26WEEK,SCORE_SCORE_ROC_4WEEK,SCORE_SCORE_ROC_52WEEK,SCORE_SUMVALUE_GZ,SCORE_SUMVALUE_SC,SCORE_SUMVALUE_YJ
2018-11-23,SH600000,0.6588,0.32,0.5924,0.24,5.5228,0.2,5.3073,0.2,1.4989,0.96,1.4878,0.92,1.7365,0.16,1.6096,0.12,1.9012,1.9784,5581988.3874,5806861.1408,17753329.4118,19146818.4368,0.1193,1.0,-0.09098,0.0288,-2.4751,0.1228,-0.4883,3.6845,0.18,-8.0878,5.29,-0.0082,-0.0085,-0.0014,46798088.3874,52023811.0111,29508952.094,462034000000.0,6089189000000.0,30819684.417,14.318,0.019,-0.0829,0.0314,0.021,-0.4648,0.0,0.0,0.0,0.0,-0.1905,0.0,0.0,0.0,0.0,-0.0571,2.0,45.15,0.2024,-0.0066,0.5126,-0.1051,-0.2873,8.1,5.0,31.05
2018-11-23,SH600004,1.2636,0.0,1.1895,0.0,16.6496,0.3333,19.0476,1.0,,,,,2.5091,0.0,2.441,0.0,0.5862,0.5124,121473.2145,105768.7417,806068.8571,825326.5335,0.0759,1.0,-0.062416,-0.2388,-15.1633,-4.1165,-28.5266,-19.2928,-15.7779,-25.8943,19.21,-0.0304,-0.0149,0.007,1600518.0892,1693640.3045,2019656.822,15823669691.74,27931014166.18,2019656.822,10.79,-0.1701,-0.3494,-1.124,-0.2541,-1.7879,0.0,0.0,-0.9221,0.0,-1.5369,0.0,-0.3074,-0.3279,0.0,-1.5369,1.0,37.55,-0.1417,0.0,-0.4366,-0.0941,-0.5303,2.7,8.0,26.85
2018-11-23,SH600006,1.0676,0.4091,0.9879,0.4091,15.0794,0.4762,12.3217,0.4762,0.1958,0.2143,0.1657,0.3333,0.5537,0.5,0.5292,0.5,0.252,0.3084,50400.0,61598.6301,1372600.0,1434058.0822,0.0708,2.0,-0.058879,1.5111,0.0,0.0,0.0,77.0298,0.0,-35.7962,-25.0,0.0408,0.0104,0.0075,711875.1036,768226.6104,760000.0,7342219458.99,17201498056.23,760000.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7895,0.0,0.0,0.0,0.0,0.0526,4.0,57.65,0.2684,0.0,0.0397,0.1119,-0.0914,10.8,9.0,38.85
2018-11-23,SH600007,2.1006,0.822,1.8979,0.8305,20.0757,0.7719,17.8353,0.7632,1.4788,0.9022,1.4416,0.9444,4.5653,0.8559,4.1429,0.8729,0.7133,0.8029,71813.3333,80837.6374,315795.6667,348010.99,0.1046,2.0,-0.057669,0.1313,-6.4504,0.0,-5.1051,13.5756,0.228,-13.5958,14.15,0.0064,0.002,-0.0018,686333.0605,759694.2413,1442428.589,6737734749.0,11388887988.0,1442428.589,21.38,-0.0049,-0.0049,0.0056,0.0,-0.3408,0.0,0.0,0.0,0.0,-0.2235,0.0,0.0,0.0,0.0,-0.433,2.0,52.45,-0.0438,0.1054,0.1341,0.1101,0.0916,10.8,9.0,33.65
2018-11-23,SH600008,1.2587,0.2941,1.371,0.4706,25.8659,0.7059,23.2759,0.7059,0.9003,0.4615,0.858,0.5385,1.665,0.1765,1.6985,0.2353,0.1357,0.1508,77129.826,98891.16,1198230.0,1352717.3425,0.0487,4.0,-0.212654,0.2603,0.0,0.0,0.0,28.7309,0.0,-5.8824,29.04,-0.0003,0.0114,-0.0034,1584962.2178,1675823.4233,1692035.558,18963806793.2,63567146092.25,1995592.321,6.15,-0.6923,-0.6923,-0.6923,0.0,-0.6923,-0.6923,-0.6923,-0.6923,0.0,-1.547,-0.6923,-0.6923,-0.6923,0.0,-1.547,4.0,53.5,0.1915,0.1031,0.1836,0.2243,0.3683,10.8,9.0,34.7
2018-11-23,SH600009,3.3401,1.0,2.8666,1.0,22.1649,1.0,18.536,0.6667,1.1866,0.0,0.9727,0.0,10.3199,1.0,8.5351,1.0,2.2107,2.6435,426095.9977,509148.687,915164.1404,1105747.3633,0.1507,1.0,-0.111168,0.1568,-2.8494,-0.0729,-4.5533,18.6793,-0.4512,3.3508,13.51,0.0041,0.0043,-0.0093,2827553.4267,3292341.4345,5358034.345,27636637405.09,29871081136.16,9442096.395,61.92,0.001,0.0131,-0.0212,-0.0031,-0.0941,0.0,0.0,-0.0612,0.0,-0.0612,0.0,0.0,-0.0694,0.0,0.3388,1.0,57.0,-0.2702,-0.0052,-0.319,0.0837,-0.3545,8.1,8.0,40.9
2018-11-23,SH600010,1.357,0.7742,1.2686,0.8387,22.4286,0.9032,17.8612,0.9032,0.546,0.8519,0.3803,0.8462,0.3204,0.2903,0.294,0.2258,0.07,0.0879,319095.21,400773.5925,22340300.0,24341719.1781,0.0605,4.0,-0.064525,0.5481,0.0,0.0,0.0,41.0803,0.0,-19.2368,316.15,0.0187,0.0117,-0.0049,5273898.8586,5641451.5799,4973322.219,52053434424.4,147942876575.75,7156850.126,2.94,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,,,,0.0,4.0,48.7,0.1849,0.1144,0.1043,0.0041,-0.1788,10.8,3.0,34.9
2018-11-23,SH600011,1.2485,0.4848,1.1809,0.4697,39.483,0.8947,21.3266,0.8421,0.5607,0.52,0.5337,0.5306,0.632,0.1364,0.6113,0.1515,0.1702,0.3151,267669.3787,494429.4283,16721819.7551,17254346.4496,0.0316,1.0,-0.107667,0.4927,-43.4549,0.6957,-41.4237,70.4194,-3.8466,-63.1124,9.68,0.0079,0.0264,0.0167,8464707.6112,8931270.0904,7056000.0,98339125064.0,381909425470.0,10549118.737,7.4318,-0.0952,-0.0923,-2.0208,0.0179,-2.1905,0.0,0.0,-1.0952,0.0,-1.2932,0.0,0.0,-1.3795,0.0,-1.3393,1.0,44.2,-0.2379,0.0,-0.273,0.0474,-0.1549,2.7,8.0,34.5
2018-11-23,SH600012,0.9675,0.3889,0.8716,0.3889,8.5507,0.2778,7.9322,0.2222,1.2327,0.5714,1.0863,0.6429,2.1541,0.2222,2.0401,0.2778,0.69,0.7438,114800.0,123758.9041,455700.0,481232.8767,0.1132,2.0,-0.075552,0.0519,-0.3991,0.0,-0.3991,6.9367,0.0,-0.3991,59.26,-0.0032,-0.0037,-0.0108,1014561.7586,1126368.8819,687704.0,10381095030.6,14541559880.69,978579.9,14.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,4.0,44.05,0.128,0.0,0.128,0.0046,-0.1119,10.8,9.0,25.25
2018-11-23,SH600015,0.5321,0.0,0.5092,0.0,4.9046,0.0,4.9609,0.16,1.4272,0.92,1.5352,0.96,1.3855,0.0,1.3486,0.0,1.5781,1.5602,2024645.6778,2110481.8443,7167112.5,7764380.2397,0.1085,1.0,-0.099564,0.0216,-0.9218,0.1021,-1.7867,3.4365,-0.9588,-3.7389,7.96,-0.0094,-0.0065,-0.001,18663745.6778,20563442.4926,9924759.469,182454000000.0,2612991000000.0,9924759.469,9.74,0.0233,0.0711,0.0736,0.0207,-0.2829,-0.478,-0.478,-0.478,-0.478,0.0,0.0,0.0,0.0,0.0,-2.0413,2.0,43.95,-0.1731,-0.0639,0.0329,-0.257,-0.091,8.1,5.0,29.85
