date,stock_id,VALUE_CON_PB,VALUE_CON_PB_ORDER,VALUE_CON_PB_ROLLING,VALUE_CON_PB_ROLLING_ORDER,VALUE_CON_PE,VALUE_CON_PE_ORDER,VALUE_CON_PE_ROLLING,VALUE_CON_PE_ROLLING_ORDER,VALUE_CON_PEG,VALUE_CON_PEG_ORDER,VALUE_CON_PEG_ROLLING,VALUE_CON_PEG_ROLLING_ORDER,VALUE_CON_PS,VALUE_CON_PS_ORDER,VALUE_CON_PS_ROLLING,VALUE_CON_PS_ROLLING_ORDER,PROFIT_CON_EPS,PROFIT_CON_EPS_ROLLING,PROFIT_CON_NP,PROFIT_CON_NP_ROLLING,PROFIT_CON_OR,PROFIT_CON_OR_ROLLING,PROFIT_CON_ROE,PROFIT_CON_TYPE,GROWTH_CON_NA_YOY,GROWTH_CON_NP_YOY,GROWTH_CON_NPCGRATE_13W,GROWTH_CON_NPCGRATE_1W,GROWTH_CON_NPCGRATE_26W,GROWTH_CON_NPCGRATE_2Y,GROWTH_CON_NPCGRATE_4W,GROWTH_CON_NPCGRATE_52W,GROWTH_CON_OR_YOY,GROWTH_CON_ROE_YOY1,GROWTH_CON_ROE_YOY2,GROWTH_CON_ROE_YOY3,SCALE_CON_NA,SCALE_CON_NA_ROLLING,SCALE_MCAP,SCALE_NA,SCALE_TA,SCALE_TCAP,EMOTION_CON_TARGET_PRICE,EMOTION_MARKET_CONFIDENCE_10D,EMOTION_MARKET_CONFIDENCE_15D,EMOTION_MARKET_CONFIDENCE_25D,EMOTION_MARKET_CONFIDENCE_5D,EMOTION_MARKET_CONFIDENCE_75D,EMOTION_OPTIMISM_CONFIDENCE_10D,EMOTION_OPTIMISM_CONFIDENCE_15D,EMOTION_OPTIMISM_CONFIDENCE_25D,EMOTION_OPTIMISM_CONFIDENCE_5D,EMOTION_OPTIMISM_CONFIDENCE_75D,EMOTION_PESSIMISM_CONFIDENCE_10D,EMOTION_PESSIMISM_CONFIDENCE_15D,EMOTION_PESSIMISM_CONFIDENCE_25D,EMOTION_PESSIMISM_CONFIDENCE_5D,EMOTION_PESSIMISM_CONFIDENCE_75D,EMOTION_TARGET_PRICE_TYPE,SCORE_SCORE,SCORE_SCORE_ROC_13WEEK,SCORE_SCORE_ROC_1WEEK,SCORE_SCORE_ROC_26WEEK,SCORE_SCORE_ROC_4WEEK,SCORE_SCORE_ROC_52WEEK,SCORE_SUMVALUE_GZ,SCORE_SUMVALUE_SC,SCORE_SUMVALUE_YJ
2018-06-19,SH600000,0.6189,0.08,0.5843,0.08,5.145,0.04,5.0119,0.08,1.0265,0.88,1.228,0.88,1.6166,0.08,1.5418,0.08,1.9281,1.9793,5660169.5269,5810672.5601,18014466.6667,18888608.2192,0.1203,1.0,-0.095879,0.0432,-1.3224,0.9054,-5.8322,5.012,0.9054,-4.7071,6.84,-0.0072,-0.0075,-0.0018,47051669.5269,49838415.9014,27878933.788,434813000000.0,6132993000000.0,29117263.754,15.69,0.1764,0.1764,0.1764,0.1764,-0.2258,0.0,0.0,0.0,0.0,-0.4032,0.0,0.0,0.0,0.0,0.1008,4.0,32.55,-0.2259,0.0,-0.5072,0.0905,-0.3624,8.1,3.0,21.45
2018-06-19,SH600004,2.0651,0.6667,1.9711,0.6667,20.6558,0.3333,20.5944,0.6667,8.4968,1.0,3.4582,1.0,4.1218,0.3333,3.9861,0.3333,0.8051,0.8075,166698.4839,167039.8692,835384.1481,863047.2105,0.1,1.0,-0.099997,0.0446,3.2783,-0.7418,0.5015,2.431,-2.2834,32.4487,23.55,-0.0063,-0.0087,0.0033,1667350.5274,1745332.3025,3441280.015,15549228655.2,23475149446.02,3441280.015,16.2571,-0.098,-0.098,-0.098,-0.098,0.0908,0.0,0.0,0.0,0.0,0.7817,0.0,0.0,0.0,0.0,0.0601,1.0,57.35,-0.0035,0.0,-0.2348,-0.117,0.0591,2.7,22.0,32.65
2018-06-19,SH600006,1.0986,0.2857,1.0549,0.2857,15.7143,0.45,14.0775,0.45,0.204,0.125,0.2218,0.1,0.577,0.5238,0.5635,0.5238,0.252,0.2813,50400.0,56221.9178,1372600.0,1404550.6849,0.0699,2.0,-0.070656,1.5111,-35.7962,0.0,-35.7962,77.0298,0.0,-13.1633,-25.0,0.0399,0.0104,0.0075,720896.6985,750192.5889,792000.0,7157711905.1,17335241411.91,792000.0,8.0,0.0,0.0,0.0,0.0,-3.4848,0.0,0.0,0.0,0.0,-1.7677,0.0,0.0,-0.0505,0.0,-1.2626,4.0,57.45,0.0,0.0,0.0,-0.0801,0.3072,10.8,20.0,26.65
2018-06-19,SH600007,2.0355,0.7647,1.9292,0.7479,19.5576,0.7009,18.459,0.6923,1.2642,0.8723,1.9228,0.9643,4.5769,0.8319,4.3509,0.8319,0.746,0.7904,75132.501,79561.5126,321052.0,337561.0959,0.1041,2.0,-0.104078,0.1835,-12.6458,0.0,-8.714,15.4707,-0.7191,-7.9548,16.05,0.0059,0.0008,-0.0065,721885.2693,761307.5006,1469625.217,6671432697.0,11318044152.0,1469625.217,17.1628,-0.037,-0.037,-0.0665,0.0,-0.7128,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,2.0,46.25,0.1548,0.0,0.0266,0.0,-0.0086,10.8,3.0,32.45
2018-06-19,SH600008,1.6079,0.5294,1.6748,0.5882,27.6875,0.6471,26.1666,0.6471,0.9637,0.4,1.2908,0.4118,1.7822,0.1765,1.8016,0.1765,0.16,0.1693,77129.826,88443.0577,1198230.0,1278544.5205,0.0581,2.0,-0.060387,0.2603,0.0,0.0,-5.8824,28.7309,0.0,-18.3479,29.04,0.0091,0.0128,-0.0047,1328113.6528,1375350.3651,2135532.057,17502842197.83,53098393196.65,2135532.057,6.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,35.2,-0.1963,0.0,-0.2314,-0.1244,-0.4064,8.1,1.0,26.1
2018-06-19,SH600009,3.789,1.0,3.5131,1.0,24.9433,1.0,23.6826,1.0,1.49,0.6667,1.103,0.0,11.9795,1.0,11.2823,1.0,2.3369,2.4613,450151.0975,474295.1213,937290.6087,995549.3961,0.1519,1.0,-0.151905,0.2221,3.0394,1.679,8.5499,16.7407,0.8351,10.449,16.25,0.0053,-0.007,-0.0071,2963372.1165,3197175.5556,6373873.918,26539479017.81,28355642982.23,11232240.793,60.225,0.0751,0.0528,0.0293,0.0703,0.0758,0.0858,0.0858,-0.1887,0.0858,-0.1887,0.0,0.2573,0.2573,0.0,0.3706,1.0,76.7,-0.0792,0.0365,-0.0792,-0.0254,0.0227,5.4,17.0,54.3
2018-06-19,SH600010,1.3278,0.5938,1.2812,0.5938,21.8571,0.75,19.2938,0.75,0.5321,0.4828,0.2153,0.5172,0.3122,0.0938,0.2983,0.0938,0.07,0.0793,319095.21,361557.9777,22340300.0,23380793.1507,0.0608,2.0,-0.06073,0.5481,-19.2368,0.0,-19.2368,41.0803,0.0,63.3333,316.15,0.019,0.0116,-0.0048,5252594.8592,5443677.3137,4846613.373,50165743786.52,146510661904.04,6974509.995,2.94,0.0,0.0,-1.0915,0.0,-1.0915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3072,0.0,0.915,4.0,39.1,-0.1555,0.0,-0.1555,-0.1134,-0.1518,10.8,1.0,27.3
2018-06-19,SH600011,1.1911,0.4603,1.1532,0.4762,21.6207,0.6727,18.8969,0.6727,0.2722,0.2609,,,0.5918,0.1111,0.5835,0.0952,0.29,0.3318,440209.8069,504034.4317,16083421.3571,16323447.6507,0.0551,1.0,-0.054709,1.455,-10.4271,-4.5052,-33.9502,79.4203,-3.9162,-44.371,5.49,0.0314,0.0123,0.0107,7990482.5699,8259336.4199,6583500.0,94346425325.0,382591883382.0,9530640.417,7.9119,-0.1531,-0.2057,-0.0112,-0.1722,-2.6364,-2.7113,-2.7113,-2.7113,-2.7113,-3.8278,0.0,0.0,0.0,0.0,-2.0893,2.0,61.8,0.6349,0.0334,0.0785,0.0334,0.0996,2.7,17.0,42.1
2018-06-19,SH600012,1.0405,0.5556,0.9804,0.5556,9.5072,0.3333,9.1378,0.3889,1.4786,0.4667,1.0403,0.4286,3.575,0.5556,3.4253,0.5556,0.69,0.7179,115260.0,119153.6986,306520.0,317940.274,0.1094,4.0,-0.109451,0.0561,0.0,0.0,0.0,6.4299,0.0,21.3263,7.12,-0.007,-0.0044,-0.0099,1053181.3047,1110757.7431,764633.6,10307669645.8,14369664013.17,1088048.16,14.5,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,,,,0.0,4.0,34.05,-0.0884,0.0,-0.1402,-0.128,-0.1634,10.8,3.0,20.25
2018-06-19,SH600015,0.5267,0.0,0.4997,0.0,4.8036,0.0,4.6748,0.0,0.9491,0.8,1.2712,0.96,1.3249,0.0,1.2713,0.0,1.6113,1.6557,2065180.0,2122197.5342,7487740.0,7803300.3653,0.1096,1.0,-0.107755,0.042,-2.3609,0.0,-2.1594,5.0614,0.1795,-6.5416,12.79,-0.0083,-0.0055,-0.0044,18835080.0,19853962.1918,9924759.469,173726000000.0,2544080000000.0,9924759.469,11.314,0.031,0.031,0.031,0.0,-0.5039,0.0,0.0,0.0,0.0,-4.1344,-0.646,-0.646,-0.646,0.0,-0.3876,1.0,40.55,-0.1058,0.0,-0.1058,0.0,-0.047,8.1,5.0,27.45
