date,stock_id,VALUE_CON_PB,VALUE_CON_PB_ORDER,VALUE_CON_PB_ROLLING,VALUE_CON_PB_ROLLING_ORDER,VALUE_CON_PE,VALUE_CON_PE_ORDER,VALUE_CON_PE_ROLLING,VALUE_CON_PE_ROLLING_ORDER,VALUE_CON_PEG,VALUE_CON_PEG_ORDER,VALUE_CON_PEG_ROLLING,VALUE_CON_PEG_ROLLING_ORDER,VALUE_CON_PS,VALUE_CON_PS_ORDER,VALUE_CON_PS_ROLLING,VALUE_CON_PS_ROLLING_ORDER,PROFIT_CON_EPS,PROFIT_CON_EPS_ROLLING,PROFIT_CON_NP,PROFIT_CON_NP_ROLLING,PROFIT_CON_OR,PROFIT_CON_OR_ROLLING,PROFIT_CON_ROE,PROFIT_CON_TYPE,GROWTH_CON_NA_YOY,GROWTH_CON_NP_YOY,GROWTH_CON_NPCGRATE_13W,GROWTH_CON_NPCGRATE_1W,GROWTH_CON_NPCGRATE_26W,GROWTH_CON_NPCGRATE_2Y,GROWTH_CON_NPCGRATE_4W,GROWTH_CON_NPCGRATE_52W,GROWTH_CON_OR_YOY,GROWTH_CON_ROE_YOY1,GROWTH_CON_ROE_YOY2,GROWTH_CON_ROE_YOY3,SCALE_CON_NA,SCALE_CON_NA_ROLLING,SCALE_MCAP,SCALE_NA,SCALE_TA,SCALE_TCAP,EMOTION_CON_TARGET_PRICE,EMOTION_MARKET_CONFIDENCE_10D,EMOTION_MARKET_CONFIDENCE_15D,EMOTION_MARKET_CONFIDENCE_25D,EMOTION_MARKET_CONFIDENCE_5D,EMOTION_MARKET_CONFIDENCE_75D,EMOTION_OPTIMISM_CONFIDENCE_10D,EMOTION_OPTIMISM_CONFIDENCE_15D,EMOTION_OPTIMISM_CONFIDENCE_25D,EMOTION_OPTIMISM_CONFIDENCE_5D,EMOTION_OPTIMISM_CONFIDENCE_75D,EMOTION_PESSIMISM_CONFIDENCE_10D,EMOTION_PESSIMISM_CONFIDENCE_15D,EMOTION_PESSIMISM_CONFIDENCE_25D,EMOTION_PESSIMISM_CONFIDENCE_5D,EMOTION_PESSIMISM_CONFIDENCE_75D,EMOTION_TARGET_PRICE_TYPE,SCORE_SCORE,SCORE_SCORE_ROC_13WEEK,SCORE_SCORE_ROC_1WEEK,SCORE_SCORE_ROC_26WEEK,SCORE_SCORE_ROC_4WEEK,SCORE_SCORE_ROC_52WEEK,SCORE_SUMVALUE_GZ,SCORE_SUMVALUE_SC,SCORE_SUMVALUE_YJ
2017-09-01,SH600000,0.8688,0.375,0.7907,0.3333,6.4155,0.2083,6.0685,0.2083,0.8974,0.375,0.9213,0.375,2.0631,0.2083,1.9314,0.2083,1.9905,2.1043,5620553.1308,5938522.3756,17477466.6667,18659072.8767,0.1354,1.0,-0.113422,0.0585,0.7664,0.0673,-1.5348,7.1486,1.0493,-2.7965,8.7,-0.0089,-0.0073,-0.0086,41501953.1308,45577223.6466,35888506.499,392174000000.0,5915395000000.0,35888506.499,14.963,-0.1676,0.0861,0.0454,-0.0634,-4.8755,0.0,0.0,0.0,0.0,-2.6625,0.0031,0.0031,0.0031,0.0031,-4.343,1.0,69.45,0.4159,0.1193,0.1565,0.2616,0.1643,5.4,22.0,42.05
2017-09-01,SH600004,1.8573,0.3333,1.7261,0.3333,18.3539,0.3333,16.9239,0.3333,1.7584,1.0,1.6562,1.0,4.122,0.0,3.3818,0.0,0.729,0.7906,150865.1446,163657.8046,671758.7042,818971.6672,0.1012,1.0,-0.277814,0.0824,1.7463,1.9309,5.5711,10.4379,2.7788,2.906,8.93,-0.0283,0.0012,0.0056,1490856.9843,1604501.9601,2768750.848,14291459227.26,19373755561.69,2768750.848,16.2432,0.1091,0.1278,0.1465,0.1031,-3.4096,0.0,0.0,0.0,0.0,-4.2608,0.423,0.423,1.0,0.423,-1.5815,1.0,63.15,0.1108,-0.0307,0.5689,-0.0307,0.3337,2.7,17.0,43.45
2017-09-01,SH600006,1.7078,0.2857,1.593,0.2857,23.2941,0.6,17.7208,0.5,0.2737,0.1538,0.2932,0.2308,0.7063,0.4762,0.6835,0.5714,0.255,0.3352,51000.0,67043.8356,1681900.0,1738120.274,0.0733,2.0,-0.064625,1.3303,11.1457,0.0,-17.7419,85.1198,0.0,-19.1981,5.0,0.0397,0.024,0.0081,695637.3691,745774.3554,1188000.0,7335562684.75,21810705946.54,1188000.0,6.3653,0.0,0.0,0.0,0.0,0.9747,-0.5892,-0.5892,-0.5892,-0.5892,-1.5152,0.0,-0.3367,-0.3367,0.0,1.0101,4.0,58.65,0.4082,0.0932,0.3719,0.0,-0.0184,10.8,15.0,32.85
2017-09-01,SH600007,3.0799,0.7119,2.8391,0.7203,29.4668,0.6786,26.1741,0.6964,3.5029,0.9375,3.6859,0.9462,6.9308,0.8403,6.3488,0.8403,0.6733,0.758,68080.0,76494.1005,289446.6667,315393.1142,0.1045,2.0,-0.058128,-0.0081,0.2781,-13.1633,-1.6234,8.412,-13.1633,-12.3576,23.2,-0.0074,0.0057,-0.0068,651352.0968,705277.211,1998448.547,6129291642.0,11454989377.0,1998448.547,23.4667,-0.5378,-0.5378,-0.563,-0.5378,-0.1512,,,-0.3024,,-0.4536,,,-0.8569,,0.4032,1.0,45.45,-0.0257,0.155,0.1821,-0.079,-0.1683,5.4,8.0,32.05
2017-09-01,SH600008,2.8585,0.625,2.8475,0.625,40.6913,0.625,39.3548,0.6875,1.9568,0.625,1.8759,0.6,3.511,0.125,3.3464,0.125,0.1649,0.1705,79033.3333,85787.7881,915976.6667,1008028.1735,0.0702,2.0,-0.134436,0.2937,0.0916,0.6058,12.7437,20.7949,0.3453,10.2411,15.77,0.0075,0.0032,0.004,1125048.4024,1184636.0992,3234632.077,15242076343.69,47090843992.79,3234632.077,6.81,0.0447,0.0447,0.0447,0.0179,0.1118,0.149,0.149,0.149,0.0,0.149,0.0,0.0,0.2206,0.0,0.2861,2.0,46.1,-0.2226,-0.0254,-0.1709,-0.0254,0.0525,5.4,3.0,37.7
2017-09-01,SH600009,2.9725,1.0,2.6861,1.0,22.0234,0.6667,19.5355,0.6667,1.1446,0.3333,1.0889,0.3333,9.3175,1.0,8.4636,1.0,1.7377,1.959,334658.8085,377615.4956,791014.766,871577.066,0.135,1.0,-0.100774,0.1928,5.0329,5.687,5.0227,19.2408,5.2008,3.5499,13.79,0.0092,0.0036,-0.004,2479538.9775,2746212.7859,4184734.171,23553437756.66,28985821841.45,7374469.98,44.6432,0.2516,0.2258,0.2234,0.2467,0.2221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0523,1.0,85.9,0.2219,0.1214,0.3015,0.1453,0.4269,5.4,24.0,56.5
2017-09-01,SH600010,2.6995,0.6452,2.64,0.7419,89.7516,0.9063,82.808,0.9063,0.2633,0.4815,,,2.7347,0.9063,2.7013,0.9063,0.0322,0.0349,146600.0,159100.8219,4811400.0,4871497.5342,0.0301,2.0,-0.030908,16.2402,125.1178,125.1178,125.1178,340.9008,125.1178,14.3453,55.07,0.0283,0.0027,0.0011,4874077.8311,4984579.7489,6369222.974,48065305607.74,142313322117.23,13174074.435,3.18,0.6194,0.6194,0.6194,0.6194,0.4221,,,,,,,,,,,2.0,43.4,0.1302,0.0383,0.0637,-0.0441,0.1071,2.7,3.0,37.7
2017-09-01,SH600011,1.5304,0.3607,1.4444,0.377,31.0449,0.5593,19.5062,0.3729,,,,,0.8011,0.0328,0.7786,0.0328,0.2316,0.3686,356633.6941,569489.7683,13821345.5556,14259264.7227,0.0493,1.0,0.126811,-0.5954,-44.6273,-13.0299,-56.7612,-12.487,-9.0128,-56.6689,21.44,-0.0588,0.036,0.0086,7234711.3313,7685974.5873,7549500.0,88377218687.0,380442148929.0,10929075.693,8.0,-0.6273,-0.3074,-2.2239,-0.4868,-1.9805,-3.8943,-3.8943,-3.8943,-0.5563,-3.1989,-0.0834,-0.0834,-1.9054,-0.0834,-0.153,1.0,48.6,-0.1352,-0.0202,0.021,-0.1099,0.021,2.7,15.0,30.9
2017-09-01,SH600012,2.3138,0.8889,2.1399,0.8333,20.2969,0.7222,19.2902,0.7222,1.8233,0.6667,1.9938,0.8571,7.7764,0.7222,7.2958,0.7222,0.64,0.6734,106760.0,112442.1918,278650.0,297280.9041,0.114,2.0,-0.073264,0.144,1.0028,1.0028,1.0028,11.1319,1.0028,10.8619,11.5,0.0065,-0.0044,-0.0044,936508.232,1013558.7525,1514114.4,9466397684.38,13605037709.47,2154534.39,14.5,-0.0015,-0.0015,-0.0015,-0.0015,-0.0015,,,,,0.2309,,,,,0.2309,2.0,49.2,0.2813,0.0314,-0.0219,0.2088,0.5922,8.1,15.0,26.1
2017-09-01,SH600015,0.7206,0.0833,0.6635,0.0417,5.9962,0.0,5.709,0.0,1.0989,0.5417,1.1602,0.5417,1.7509,0.0417,1.6427,0.0417,1.586,1.6658,2033953.9463,2137129.6487,6965533.5714,7427550.8025,0.1202,1.0,-0.100868,0.0337,-3.8274,0.4172,-7.4293,5.4565,-0.9062,-1.3955,8.79,-0.0091,-0.0057,-0.0032,16925653.9463,18388513.9306,12194375.007,159613000000.0,2423098000000.0,12194375.007,12.3554,0.0074,-0.1125,-0.1735,0.0694,-3.9905,0.0,0.0,0.0179,0.0,-5.8885,0.0,-0.0841,2.2608,0.0,-0.5258,1.0,51.55,0.0841,0.0,-0.0916,0.1003,-0.2815,8.1,17.0,26.45
