date,stock_id,VALUE_CON_PB,VALUE_CON_PB_ORDER,VALUE_CON_PB_ROLLING,VALUE_CON_PB_ROLLING_ORDER,VALUE_CON_PE,VALUE_CON_PE_ORDER,VALUE_CON_PE_ROLLING,VALUE_CON_PE_ROLLING_ORDER,VALUE_CON_PEG,VALUE_CON_PEG_ORDER,VALUE_CON_PEG_ROLLING,VALUE_CON_PEG_ROLLING_ORDER,VALUE_CON_PS,VALUE_CON_PS_ORDER,VALUE_CON_PS_ROLLING,VALUE_CON_PS_ROLLING_ORDER,PROFIT_CON_EPS,PROFIT_CON_EPS_ROLLING,PROFIT_CON_NP,PROFIT_CON_NP_ROLLING,PROFIT_CON_OR,PROFIT_CON_OR_ROLLING,PROFIT_CON_ROE,PROFIT_CON_TYPE,GROWTH_CON_NA_YOY,GROWTH_CON_NP_YOY,GROWTH_CON_NPCGRATE_13W,GROWTH_CON_NPCGRATE_1W,GROWTH_CON_NPCGRATE_26W,GROWTH_CON_NPCGRATE_2Y,GROWTH_CON_NPCGRATE_4W,GROWTH_CON_NPCGRATE_52W,GROWTH_CON_OR_YOY,GROWTH_CON_ROE_YOY1,GROWTH_CON_ROE_YOY2,GROWTH_CON_ROE_YOY3,SCALE_CON_NA,SCALE_CON_NA_ROLLING,SCALE_MCAP,SCALE_NA,SCALE_TA,SCALE_TCAP,EMOTION_CON_TARGET_PRICE,EMOTION_MARKET_CONFIDENCE_10D,EMOTION_MARKET_CONFIDENCE_15D,EMOTION_MARKET_CONFIDENCE_25D,EMOTION_MARKET_CONFIDENCE_5D,EMOTION_MARKET_CONFIDENCE_75D,EMOTION_OPTIMISM_CONFIDENCE_10D,EMOTION_OPTIMISM_CONFIDENCE_15D,EMOTION_OPTIMISM_CONFIDENCE_25D,EMOTION_OPTIMISM_CONFIDENCE_5D,EMOTION_OPTIMISM_CONFIDENCE_75D,EMOTION_PESSIMISM_CONFIDENCE_10D,EMOTION_PESSIMISM_CONFIDENCE_15D,EMOTION_PESSIMISM_CONFIDENCE_25D,EMOTION_PESSIMISM_CONFIDENCE_5D,EMOTION_PESSIMISM_CONFIDENCE_75D,EMOTION_TARGET_PRICE_TYPE,SCORE_SCORE,SCORE_SCORE_ROC_13WEEK,SCORE_SCORE_ROC_1WEEK,SCORE_SCORE_ROC_26WEEK,SCORE_SCORE_ROC_4WEEK,SCORE_SCORE_ROC_52WEEK,SCORE_SUMVALUE_GZ,SCORE_SUMVALUE_SC,SCORE_SUMVALUE_YJ
2017-05-12,SH600000,0.7788,0.375,0.7399,0.375,5.8207,0.125,5.6386,0.125,0.7599,0.375,0.8814,0.2917,1.8557,0.2083,1.7827,0.2083,2.6131,2.6975,5647310.4748,5830731.988,17713477.0833,18442137.1244,0.1338,1.0,-0.128237,0.0635,-3.2953,-0.0208,-5.5149,7.6597,-0.1506,-2.9074,10.16,-0.0105,-0.0065,-0.0083,42207210.4748,44432947.009,32881403.761,385271000000.0,5889663000000.0,32881403.761,17.2657,0.0572,0.0171,0.0487,-0.0039,-0.8001,0.0,-0.0657,-0.9862,0.0,-1.3807,0.0,-0.263,-0.263,0.0,-0.3287,1.0,57.05,-0.0806,0.0961,-0.0806,0.272,-0.1542,5.4,17.0,34.65
2017-05-12,SH600004,1.6382,0.3333,1.5815,0.3333,13.7015,0.0,14.7972,0.3333,,1.0,6.7392,1.0,2.9634,0.0,2.7662,0.0,1.2006,1.1117,147278.8422,136188.9882,680960.0196,728351.5856,0.1196,1.0,-0.125934,0.0566,-5.7348,0.196,-1.4978,-8.5326,5.6561,2.2825,10.43,-0.0099,-0.0331,0.0207,1231801.3271,1273973.9585,1982536.714,11363719531.42,18608042134.26,1982536.714,18.3945,-0.5793,-0.0729,0.0061,-0.0444,-0.4742,-0.3477,-0.3477,-0.3477,-0.3477,-0.8207,-0.2274,-0.2274,-0.2274,-0.2274,-1.0486,1.0,56.85,0.3236,0.0,0.2109,0.088,0.2647,5.4,17.0,34.45
2017-05-12,SH600006,1.6878,0.4091,1.6416,0.4091,29.6804,0.8182,26.8595,0.8182,0.5745,0.2222,1.3267,1.0,0.6806,0.4545,0.6572,0.4545,0.1971,0.2178,39200.0,43229.7456,1709433.3333,1767525.3881,0.0569,2.0,-0.056081,0.7911,-36.4095,0.0,-38.1438,51.667,-36.7742,-45.8564,6.72,0.0233,0.0112,0.0412,689340.2691,707546.453,1170000.0,7398107413.08,21024735976.03,1170000.0,9.7,0.0,0.0,-1.9299,0.0,-1.9128,0.0,0.0,0.0,0.0,-0.8718,0.0,0.0,-2.906,0.0,-2.0513,2.0,38.95,-0.0889,-0.2355,0.0895,-0.2574,-0.0626,8.1,3.0,27.85
2017-05-12,SH600007,2.8311,0.6613,2.7115,0.6613,26.8242,0.595,25.242,0.5785,2.3618,0.7374,2.8267,0.9121,6.6745,0.824,6.3908,0.832,0.7195,0.7646,72389.6316,76989.7221,290926.9474,304067.181,0.1055,1.0,-0.105543,0.0547,14.4488,-1.5866,1.5213,11.3575,6.6174,-1.528,23.83,-0.0064,0.0049,-0.0062,685880.2044,716659.559,1944055.291,6295459680.0,11560517900.0,1944055.291,24.2,0.2995,0.2378,0.2995,-0.0632,0.2057,0.0,0.0,0.0,0.0,0.1554,0.0,0.0,0.0,0.0,-0.4145,1.0,49.35,0.2835,0.0,0.1906,0.2022,-0.0784,8.1,3.0,38.25
2017-05-12,SH600008,3.37,0.625,3.26,0.625,44.9403,0.6875,41.6182,0.625,1.7183,0.5833,1.7592,0.7692,3.7009,0.125,3.5414,0.125,0.1591,0.1718,79839.4501,86125.8272,969492.9333,1012466.7328,0.075,1.0,-0.085379,0.3069,13.8937,-0.0849,12.1007,26.1542,0.9661,21.4165,22.53,0.0123,0.0087,0.0061,1064704.0779,1099863.9,3446739.099,14130978403.92,42812361428.92,3446739.099,7.4333,0.0196,-0.0098,0.0643,-0.007,0.1916,0.0,0.0,0.0,0.0,0.2797,0.0,0.0,0.0,0.0,-0.0937,2.0,57.05,0.1739,0.008,-0.1303,0.0929,0.2678,5.4,15.0,36.65
2017-05-12,SH600009,2.6994,1.0,2.556,1.0,21.6826,0.6667,19.904,0.6667,1.1581,0.0,1.3643,0.6667,8.9105,1.0,8.3023,1.0,1.6451,1.7921,317062.2561,345414.3247,771530.3488,828078.1396,0.1245,1.0,-0.124498,0.1301,-2.1746,0.1387,-1.5291,18.7229,0.304,-5.4622,10.99,-0.0013,0.0099,-0.0042,2546728.5968,2689744.2758,3900430.308,23453517904.98,27661242183.24,6873460.784,40.8352,0.0544,0.0084,0.0224,0.0076,-0.0446,0.0,0.0,0.0,0.0,0.2075,0.0,0.0,0.0,0.0,-0.0561,1.0,68.05,0.1156,-0.032,-0.0549,0.0081,0.4729,5.4,17.0,45.65
2017-05-12,SH600010,1.9791,0.5455,1.9503,0.5758,145.5,0.9412,84.3478,0.8824,0.3836,0.6364,,,2.936,0.8824,2.8824,0.8824,0.02,0.0345,65121.4752,112223.0353,3227240.0,3287287.3425,0.0136,2.0,-0.013418,6.6583,0.0,0.0,-60.3079,379.3218,0.0,-70.1466,4.01,0.0118,0.0256,-0.0015,4787673.232,4858325.5722,4580929.03,47626442014.05,142330934055.12,9475174.643,3.15,0.0,0.0,0.0,0.0,-0.8247,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,4.0,36.15,-0.114,-0.0586,-0.169,-0.0683,-0.0177,2.7,1.0,32.45
2017-05-12,SH600011,1.5003,0.3871,1.4493,0.3871,20.7487,0.4407,18.9499,0.4915,,0.4419,,,0.8952,0.0806,0.8864,0.0806,0.374,0.4095,570500.3063,623019.2604,13222713.76,13323603.6528,0.0723,1.0,0.033253,-0.3528,-26.2634,2.6818,-21.7635,-9.8888,-1.7911,-55.8548,16.18,-0.0358,0.0109,0.0002,7889790.3156,8148627.1887,8148000.0,93069089349.0,375542682233.0,11795497.549,7.6091,0.1276,-0.0928,-0.0954,0.1276,-1.2204,0.0,0.0,0.0,0.0,0.2577,0.0,0.0,0.0,0.0,-3.8531,1.0,55.55,0.304,-0.0116,0.1337,0.0137,0.6682,2.7,17.0,35.85
2017-05-12,SH600012,2.152,0.9444,2.0858,0.9444,19.8219,0.7778,20.6409,0.7778,22.197,,4.8083,0.8125,6.0241,0.6667,6.7816,0.7778,0.6402,0.6148,105700.0,101830.411,347800.0,310008.2192,0.1086,4.0,-0.108567,0.1326,0.0,0.0,0.0,0.893,0.0,7.0503,39.17,0.0011,-0.0197,-0.0073,973596.262,1007952.4264,1479146.4,9731766005.76,13374837671.73,2104776.09,6.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,4.0,36.15,-0.2813,-0.2421,-0.0561,-0.314,-0.209,8.1,3.0,25.05
2017-05-12,SH600015,0.6563,0.0833,0.6268,0.0833,5.4068,0.0,5.2861,0.0,0.8851,0.7917,0.965,0.375,1.6351,0.0417,1.5875,0.0417,1.9494,1.9939,2085950.4565,2132777.3206,6897721.5385,7101938.7524,0.1214,2.0,-0.11446,0.0601,-5.3597,-0.2028,-1.9661,6.1084,-12.0683,2.8616,7.73,-0.0079,-0.0072,-0.0117,17185450.4565,17986648.4446,11262593.11,156328000000.0,2399055000000.0,11262593.11,12.5538,-2.5674,-2.5674,-2.5674,-0.037,-0.6167,0.0,0.0,0.0,0.0,1.1385,-3.1309,-3.1309,-3.1309,-3.1309,-2.277,1.0,44.55,-0.29,0.0,-0.3326,-0.1863,0.0879,8.1,15.0,21.45
